Desempenho,Acuracia,Similaridade,Especificidade,Proporção espacial x,Proporção espacial y,Complexidade,grupo
0.928356333030246,1.0,0.785068999090738,1.0,0.7653846153846153,0.7593480345158198,8,CF
0.44334085962673253,0.5625,0.7675225788801975,0.0,0.5615384615384615,0.7603068072866731,4,SF
0.45071827682788546,0.375,0.8342976876265135,0.1428571428571429,0.675,0.6701821668264621,4,SF
0.5586368791730955,0.625,0.8509106375192863,0.19999999999999996,0.7961538461538461,0.7027804410354745,4,SF
0.5527027572983406,0.75,0.9081082718950217,0.0,0.5615384615384615,0.713326941514861,6,SF
1.0,1.0,1.0,1.0,0.8211538461538461,0.6481303930968361,6,SF
0.822996737099337,0.6875,0.781490211298011,1.0,0.7346153846153847,0.7909875359539789,6,SF
0.6078579509760685,0.5625,0.7610738529282056,0.5,0.7634615384615384,0.7334611697027804,8,SF
0.3887716560818208,0.3125,0.8538149682454624,0.0,0.675,0.7315436241610739,8,SF
0.8613144840791426,0.8125,0.7714434522374274,1.0,0.7846153846153846,0.7459252157238735,8,SF
0.46001570676066955,0.625,0.7550471202820085,0.0,0.5826923076923077,0.800575263662512,4,SF
0.515821449443266,0.5,0.7617500626155123,0.2857142857142857,0.6596153846153846,0.697986577181208,4,SF
0.6655897321957776,0.75,0.8467691965873326,0.4,0.7942307692307692,0.5896452540747843,4,SF
0.5318694239650072,0.6875,0.9081082718950217,0.0,0.6519230769230769,0.7219558964525408,6,SF
0.8988423152599347,0.875,0.8215269457798041,1.0,0.7076923076923077,0.6682646212847555,6,SF
0.822996737099337,0.6875,0.781490211298011,1.0,0.6903846153846154,0.7861936720997124,6,SF
0.44014968380397607,0.5,0.8204490514119283,0.0,0.75,0.7679769894534996,8,SF
0.5602477140414864,0.8125,0.8682431421244593,0.0,0.7769230769230769,0.710450623202301,8,SF
0.6682794728493354,0.5625,0.7756717518813396,0.6666666666666667,0.698076923076923,0.6270373921380633,8,SF
0.7741330080996827,0.875,0.8473990242990481,0.6,0.7442307692307693,0.710450623202301,4,SF
0.515821449443266,0.5,0.7617500626155123,0.2857142857142857,0.6903846153846154,0.7027804410354745,4,SF
0.8569524219849048,0.875,0.8958572659547143,0.8,0.8576923076923076,0.5848513902205177,4,SF
0.8443694239650071,0.625,0.9081082718950217,1.0,0.45,0.5503355704697986,6,SF
0.9430220883534136,0.9375,0.891566265060241,1.0,0.85,0.6960690316395014,6,SF
0.8084404335756262,0.625,0.8003213007268788,1.0,0.7942307692307692,0.8322147651006712,6,SF
0.6078579509760685,0.5625,0.7610738529282056,0.5,0.8442307692307692,0.8705656759348035,8,SF
0.5602477140414864,0.8125,0.8682431421244593,0.0,0.8673076923076923,0.5714285714285714,8,SF
0.7033652042283737,0.6875,0.7559289460184545,0.6666666666666667,0.5846153846153846,0.7698945349952061,8,SF
